content,polarity,Target
@escolano y és una lastima porque tiene muy buenas ideas de diseño y al no pasar por Java rinden guay...pero MicroSoft y sus cosas ,N,0
"Nuevo trailer! #PokemonGo en minecraft! Espero que os gusten las pokecasas  os las imaginabais así por dentro? 

https://t.co/D2sH0op1ei",P,1
"Han llegado las primeras #granadas   La primera ensalada con tintes otoñales cae hoy! 
#eco… https://t.co/DICRGhwe5X",P,1
"@_ArtificialRed_ gracias tocaya  Pero.. es que es verdad da rabia.. ni un extremo ni otro, si hay machismo voy a ser la primera que va..",N,0
"@NovatilloTotal ahora escribo las cartas. Seprona no, qué por suerte me han cuidado Pepito muy bien ",P,1
"@RanLuna13 la Odisea es uno de mis libros favoritos, y de Shakespeare por ejemplo me encanta Hamlet ",P,1
"@SilversunRhythm bueno, Los miserables es un libro ""pesado"" o el Silmarillion, y amo los dos, así que valdrá la pena ",P,1
@HausofMai @julenfenty ha sido genial conocerte maite te quiero mucho en serio una monada de chica ,P,1
hoy me han traído a mi perra después de seis días sin verla y está to nerviosa y más delgada ,N,0
"dreamer para siempre  @OfficialCritika @OfficialSaik os quiero chicos 
quier abrazaros https://t.co/oLDFpQ0Cd9",P,1
@josey_dani ¡Qué pintaza! Tanto la chistorra como el lomo son productos deliciosos. Probaremos vuestra sugerencia en frío y en bocadillo ,P,1
@Candiecita tanto tiempo siguiéndote y leyendo las cosas bonitas q ponías y ahora ya no me dejas? ,N,0
@EspeculacionCP Échate años y muchas horas aprendiendo y practicando  podría ser un buen título.,P,1
"@raquel_lpz Hola Raquel. Ya avisamos que por desgracia hubo un cambio de planes y no podrán venir en 2016, estamos intentándolo para 2017 ",N,0
Me duele mucho la cabeza tio ,N,0
@flyintothestorm @SelenePetalos Mmmm yo tampoco te puedo decir nada  Supongo que lo lógico sería que lo tuvieran pero a saber,N,0
"@LionQueenOfJah No, somos egoístas por distintas circunstancias e intereses. Solos estamos todos socia, es cosa de hacerse ",N,0
He capturado mi primer gimnasio en el Pokemon Go. Cierto es que es probable que no tarden ni 10 minutos en quitarmelo. Pero mola ,P,1
"Me hubiera encantado contaros el martirio de san Juan Bautista, que es como de peli. Con Herodes, Salomé...pero no me ha dado la vida ",N,0
venga ya hombre jope tias yo quiero cosas intensas no me hagais estas preguntas ,N,0
Quiero que te fijes en mi interior pero me pongo unas tetas de talla cien y el escote más grande que haya ,N,0
@manozom @carisimolider No  Justamente el hilo empezó porque yo sostengo que Mason es un pésimo HH.,N,0
"@lococamionero  Otra cosa es que no tuviera seguridad social, porqe no era obligatorio en su situacion. Lee, los libros no muerden ",N,0
"@BetisFans7 @AntonioViola1 Yo solo por llamar a tu equipo ""EL GRANDE DE SEVILLA"" te bloqueaba Jojojojo ",N,0
"joder pobres hombres están oprimidos por mujeres que les obligan a afeitarse 
#justice4hombres https://t.co/C09iDQQr39",N,0
"Mañana me veré las que faltan, pero la mejor de la noche no ha sido Britney vaya  Me ha decepcionado",N,0
"@jose97angel el canal de ""Global Talents"" suele ser rápido en subir actuaciones, valoraciones, previos, y resultados...   ",P,1
"Pues mi cuerpo por dinero no he ofrecido, pero mi tiempo sí. En plan, si tienes la absurda idea de quedar conmigo, pagas tú TODO. ",N,0
De verda soi tan lameculos ,N,0
@judithgoan porque por no cargarlo con un cable oficial me he cargado la bat y el nuevo que me llega mañana es de sony ,N,0
"@cduranestany Es que se lee cada cosa , menos mal que a ese lo deje de seguir cuando terminó la temporada pasada .Mi salud es lo primero ",N,0
@HijodeBilharzio Tengo la curiosa fortuna de que en estas semanas solo puede ver las etapas del finde ,P,1
La Esteban promocionando el concierto de Estopa en Leganes...Que empiecen las bromas sin gracia sobre lo barriobajeres que somos todes ,N,0
Si Peter Iglesias le hubiese hecho caso a su segundo ya estaría el gobierno solucionado hace mucho ,N,0
"@LoretoBazo Stranger y Mr. Robot ya las he visto, pero eres la segunda que me recomienda The get down, así que a por ella voy, gracias! ",P,1
"A principios de Septiembre saldrá mi nuevo tema en forma de vídeo, ya tengo ganas de que lo escuchéis! ",P,1
@passion4english Gracias por la info  Lo bueno sería saber si aceptan libros en inglés.,P,1
@Crisnosesae @l30n4_ @Beatrice_Val en serio? No sabía eso de ella  se me ha caído su imagen a tope,N,0
@marmana6 mi anterior tweet solo iba por ti que eres la única que ha demostrado conocerme bien ,P,1
"Nunca vi a nadie gritar de terror ni saltar tanto en tan poco tiempo JAJAJAJAJAJAJAJAJAJAJAJAJA
P no soy cruel, fue con cariño ",N,0
"Me dice la tía y cuanto tardarias en llegar al carrefour de hortaleza
Y y pues poco, vivo en la plaza de chueca ",N,0
@Nonnes78 Hola guapísima! Nos encantaría hablar contigo por dm.. se puede pasar? ,P,1
@IchDavos Esta bastante guay porque es muy flexible en cuanto a horarios y tecnica que quieras explorar ,P,1
"Ensalada de Salmón, una de las ricas propuestas en el menú de hoy  
#MenuDiario #RestauranteCasinoLasPalmas https://t.co/tdhagu3Hgf",P,1
"estoy entre dos, pero las dos son súper caras ",N,0
@shielledfox Jope Ojalá algún día poder hacerte fotos  osea no soy fotógrafo ni nada pero eso,N,0
"Si está claro, la culpa es mía ",N,0
"@AlexBellamyLeto cuando queráis os llevamos a un gran lugar para comerlos, a buen precio ",P,1
"Las Palmas nuevo y modesto líder de 1ª división empieza por ""L"" como Leicester...  #ahílodejo ",P,1
Y en nada estará disponible vía #soundcloud mi nueva sesión con el mejor house y un rollazo flipante ,P,1
"@HurricaneOfFire Estoy recuperándome del vídeo y el momento ""(bird shit)""
Parece una parodia de sí mismo ",N,0
"Donde desde los #Over25, parte como una de las aspirantes con grandes opciones de llegar a las galas...  

https://t.co/IUKuoWSlE8",P,1
"Quiero teñirme el pelo, pero a la vez no, y tampoco sé de qué color, solo sé que quiero hacer algo y es muy sad ",N,0
"Buenos días. Lunes duro de vuelta al trabajo, al calor, al metro, a los madrugones y a la rutina 
#BuenosDias",N,0
"@Mavi_Vieira perfecto!  Nada mejor que incitar a lectura. Ya me contarás que tal, es mágico. De esos para ""niños"" que no son para niños",P,1
"@jmiguel @carrero Claro, yo quería por eso de manifiesto, hay cables chinos cojonudos. Otra cosa es que te compres el mas barato ",P,1
"@ManuelaCarmena necesitamos fuentes con pitorro en Vallecas, que la mayoría están rotas  @MADRID",N,0
la foto que subió niall me pone triste porque quiero ser liam en esa foto además de que sale precioso ,N,0
"@Tyucan1 lo mismo puedo decir de tu fanart  y por cierto, tu cómic, muy divertido!",P,1
"@RSD_Spain menudo honor!! Me pilláis justo de vacaciones, pero a la vuelta hablamos ",N,0
"@jramonfernandez @DianaMarqus1 vamos, que hay normas absurdas y muchas se están levantando, pero hay que estratificar ",N,0
"@kikolo777 Pero si tú sólo comes paellas-de-verdad, japo pijo yr a  cosas desas de subir a Instagram, homrepordios ",N,0
@JCesarPL @GuidoBCor Faltaría. Pensaba en cómo se construyen los discursos y quiénes los emplean. Es un debate interesante. ,P,1
@manue1112 Quedan ocho meses y aún está todo por hacer. Confiemos en poder realizar el Proyecto que tenemos planteado. Paciencia ,P,1
hoy ha sido ver a un perro muerto en el anden izdo. de la autopista huelva-sevilla y entrarme toda la impotencia del mundo ,N,0
".@DavidCpsberga @goslum Vamos, que usted es el portavoz de 2 millones de personas. Una inmensa... minoría. ¿Le molesta la ""minorización""? ",N,0
@tomasin_zgz ¡Hola Tomás! ¿Habéis visto los nuevos #dinos de #TierraMagna? Es normal que haya colas antes de que comience el espectáculo ,P,1
"@umaprepon @beyondhell_ @ohwowfuckyou_ 
No os habéis dado cuenta de que la puesto El verdaderx fotógrafx...EL solo puede ir con masculino ",N,0
@LokiMondrak La verdad es que yo tampoco hubiese sabido reaccionar más que con violencia verbal/física hacia sus agresores o sus padres ,N,0
Siento el Spam. Quiero que comprendáis  y compartáis conmigo la felicidad de este momento. Espero ser el mejor Capitán de todos! ,P,1
@LGuillermodePab hay que ser optimistas ,P,1
"Soy a tus pies Mariano Rajoy Brey @marianorajoy,en francia no hay otros partidarios que yo aunque no tengo mi tarjeta del PP  Viva Espana!",P,1
@Ancar_Lol Siempre buscando algo mejor  Ahora estoy bien y cobro bien. Pero puede que vaya a una del Prat!,P,1
"Perdon, las dudas en Twitter a traves de #askLFI  Las ayudas #ayudasLFI es una convocatoria de ayudas, muy interesnate tambien ",P,1
"@VicentMoreraVCF @kennysamuerto @LoboVCF vale, pero de Rodrigo yo espero poco y Nani es una puta incógnita como va a rendir. Falta un 9 ",N,0
"Hoy, en las desventuras de Albert

Sin agua que salga de ningún grifo en el piso. Ha decidido que no sale hasta nuevo aviso ",N,0
"@fxnoname @BETWIN__ eso no se le debe decir ni a tu peor enemigo, que cruel , nadie es peor que el caramusgo del torete ",N,0
Creo que alguien me ha bloqueado. Es una sensación rara porque empezaba a tenerle cariño a esa persona y no lo entiendo. Me siento mal ,N,0
"Cambiar ""El mejor sistema™"" y la educación médica en España será complicado, pero con gente como vosotros tengo fe  @dantachan @ariasemmap",P,1
@santizuza  vete buscandote un ayudante que sepa de medicina porque entre Digard y Riviere haras las cronicas desde la enfermeria ,N,0
"@GuilleBouzon @ConPdeJulandron creo que antes de insultar una cara deberias mirarte al espejo Guille. Ah, y quien ríe último rie mejor ",N,0
"@Alex_Dieer ya ves eh, estaban amargados ",N,0
"@SrHador No estoy de acuerd retwitteo cuando creo conveniente, pero aporto mi opinión citando y divulgando, y así seguiré  @EnekoHumor",N,0
"Últimamente, me están siguiendo chicas con perfiles bastante subidos de tono en Instagram. ¿Para cuándo un chico decente? ",N,0
"Momento #emprendedores en el Congreso de los Diputados ahora mismo. Siempre se cita a las startups, no a los innovadores sociales ",N,0
"@crisasanz claro, yo no digo que sea fácil... Para nada, yo llevo años intentándolo y será mi trabajo vital, pero quiero intentarlo ",P,1
"Acabo de jugar en manual a PES 2017 y dios, como cambia el juego, jugando en leyenda, en 0 de velocidad, IMPRESIONANTE #PES2017 ",P,1
"¡Buenos días! Aquí andamos, con el Síndrome post-Uncharted 4 :S
Necesito jugar los 5 de golpe... Peeeero no hay tiempo ",P,1
"salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado  ",P,1
"@PanadesPb @DenebGabe @VeuCat @Rorschargos Que @tv3 es plural?? Cuantas horas, del otro idioma oficial, emite?, No es de todos los cat? ",N,0
Más de lo mismo...esport3 dando un partido de 2ª B entre #rcde y valencia y no se cortan un pelo en decir que el far$a marca en Bilbao ,N,0
Mañana vuelvo a trabajar después de 15 días de vacaciones. Donde quedan los 3 meses de verano de pequeños?  #QueDuroEsSerAdulto,N,0
@teldcc_xoxo nenaaaaaa viste como me va creciendo la enana ?? Se te extraña un buen wey..enserio  esas platicas nos falta...Gracias❤❤,P,1
1477. No pero porque apenas hay confi ,N,0
Soy un chico muy perverso ,N,0
"Y tan amargado, porque no me lo chupan ",N,0
la vida me tiene muy confundida ,N,0
@MsVelouria21 Pero pero porque eres muy guapa ,P,1
@DarkPortu ya ya pero aún así no me convenció ,N,0
"@DoloresParis Es que no, ya estoy cansado ",N,0
Las mejores fotos son las que no se ven  ✨🌟,P,1
La verdad es que hoy tengo un buen día ,P,1
@ClaraNyanNyan y lo bonitas que las tienes? ,P,1
@LuciaNogueras entiendo que en el mal sentido? ,N,0
@LidiaWBlog que es un envidiosillo ,N,0
"@Ximnart ya, aún así... no me fío de la gente ",N,0
Pos yo tambien estoy triste ,N,0
@Tidxs_ ay  mejor eso que nada no?,P,1
@WgWillyG el mejor bae que he tenido ,P,1
@LadyEternalSed son mucho más emotivos ,P,1
@SusanaTRuiz eres muy pero que muy inteligente ,P,1
Buenos días bbs qué tal yo mal ,N,0
@fevafer tio no me lo recuerdes ,N,0
"en serio, te amo @LeoDiCaprio ",P,1
No soy capaz de dormir ,N,0
Me están diciendo que era feo de pequeño ,N,0
@LeprosaNoMas Y que sea yo es triste ,N,0
los rts de Leila son los mejores ,P,1
@KOPURISTA Algo estoy haciendo mal ,N,0
Joder tio pero porque tiene q pasar de mi ,N,0
Y mi tl ya está muerta ,N,0
Es que es muy guapa ,P,1
"@achocoblog oye, 7/8 no está nada mal ",P,1
Tengo un poco abandonado el tw ,N,0
por qué tengo un nombre tan feo ,N,0
Se me dan muy mal las despedidas ,N,0
@remardifuck a mi ya se me fueron los 2gb ,N,0
Un AI The 100 sería lo mejor. ,P,1
Ya se que soy lo peor pero jo ,N,0
"En fin, yo no se ni para que me molesto ",N,0
Bel para con el porno ,N,0
hoy no me voy enfadada ,P,1
Desde cuando yo no soy cariñoso? ,P,1
"Si ana está feliz, yo lo estoy ",P,1
¡Un día nublado no tiene que ser un mal día! ,P,1
Ay tío es que es tan perfecto ,P,1
Que no soy mas sociable ,N,0
Hoy es un dia bonito ,P,1
Hoy me veo muy guapa ,P,1
Todo va de mal en peor ,N,0
Tengo esto un poco abandonado ,N,0
Pro no es muy estetico ,N,0
Que triste y de todo estoy ,N,0
Quien me ha llamado fea ,N,0
Pero soy tan pobre que ,N,0
Hoy no es un gran día ,N,0
Porque soy tan gafe porque ,N,0
Hoy estoy un poco triste ,N,0
"a to esto, el tio de ono no ha venio ",N,0
No me habéis curado el sad ,N,0
Es que me lo como de lo bonito que es ,P,1
@GeorgeBleach ya sé que es feo pero ,N,0
Día poco productivo el de hoy ,N,0
que feliz voy a ser a las 3 ,P,1
Mal tengo que extudiar y tu ,N,0
Un NOSOTROS así de grande por hoy ,P,1
Se fue a Rusia tio ,N,0
"Tanto sad, tanto sad...
Pues yo también estoy muy sad hoy ",N,0
están todos muy sad hoy no ,N,0
Para mí mi mejor año fue el 2015 ,P,1
Hoy va a ser un dia muy largo... ,N,0
Es que son muy bonitas jo ,P,1
Que no jo que no soy tan irresponsable ,P,1
@noseashetero 1000/10 de verdad a ti que voy a decir petarda que te quiero más que a mí mismo  ✨,P,1
@piscolabisaereo @HistoriaNG @SPosteguillo las tengo pero aún no las he leído. Caerán prontito ,P,1
"Al final han sido 3h  Bueno, mañana tengo fiesta así que.. No me quejo ",P,1
@Jorge_Ruiz14 yo no tengo tiempo para esas cosas ahora mismo ,N,0
@_MissChaotic_ ves ese brillo? es un coso que hace que se sepan a kk ,N,0
Tengo una perrina adorable... Sabéis que me acompaña hasta la a habitación cuando me voy a dormir? ,P,1
"@agcasti y el caminante ante el mar de niebla, uno de mis cuadros favoritos en portada ",P,1
@vitojph ¡sí! Y me ha encantado  ¿Tú ya las visto? ¿Cuándo comentamos?,P,1
"@pendragoncillo Mejor si pones un link a la cuenta, me ha costado encontrarte.. ",N,0
Llevo despierto desde las 8 porque un puto mosquito estaba volando en mi puta oreja y ,N,0
@ArchivoSGAE Qué estupendo. Y... ¿cómo os lo encargo?  ¿Es la estupendísima versión de Barce..? ,P,1
Cosas que enamora las tostadas calentitas a estas horas de la mañana ,P,1
"Hola buenos días, me he dormido a las 5 y algo y me acabo de despertar y se me ha ido el sueño ",P,1
@omixam no creo que hayan diseñado una tipo propia ,N,0
@perriestheory sabes que en 2012 o 13 tenía una novela de mierda en la que perrie era mala ,N,0
@uravity_ lo se pero tengo la esperanza de que en realidad sea un personaje mucho mas oscuro ,N,0
Pa una vez que me pongo a ver películas con un amigo y se queda dormido ,N,0
"@Hanita_chan nfin, no puede ser peor que un minikayato 
Clauyato is real",N,0
@KharanosGame Que Kinox no me quiere   zi yo zoy buena perzona,N,0
"Podríamos empezar septiembre desde el día tres, no sé, estaría guay ",P,1
aqui fardando de que soy vegano desde hace 2 dias con mis amigos de tuiter! ,P,1
@MisfitStormer pues hay gente así de mala por el mundo ,N,0
@Mentestropeada Atraigo por los dos lados es un problema duro ,N,0
Como destrozaba el puto movil ahora mismo ,N,0
#DiaDelVideojuegoHC por todas esas grandes tardes que nos hacen pasar y las que pasaran! ,P,1
"@DarkGiirI que va tía, muchos son viejos de mi madre, otros del chino. Los que me encantan y me estoy comprando son los del Kiko ",P,1
Parece que hasta mañana no podré catar el madden. Hoy no habra directo ,N,0
Mi compañero de trabajo será mi futuro marido... que pena que no lo sepa ,N,0
@Reporte24ES @LaVerdad24ES fallecido hace meses. Hay q contrastar. ,N,0
@Yore89 necesito mi ración de atención diaria que si no no mantengo la autoestima ,N,0
"@CristyStruky Gracias por dar a ""Me gusta"" a nuestros tweets  ¿que tal? ¿estás trabajando Cristina?",P,1
@Club_Ratoncito Nuestros niños no andaban de lo más animado con eso de que se acaban las vacaciones... ,N,0
@vivanlospipis ser es muy malo pero bueno te salvas porque te queremos igual ,P,1
"@dorysmemories Yo también me lo imaginaba así! También soy de las que creen que el casting es buenísimo, al menos yo estoy contenta ",P,1
Despues de trabajar duro me merezco mis caprichos ,P,1
No encuentro el mando de la tele y me estoy poniendo nerviosita ,N,0
Lo mejor de estar ya en Málaga es poder ir a ver Escuadrón Suicida esta tarde ,P,1
"@LaFeaDelBaile insoportable? Eso es lo que tú dices  Ya nos contarás, espero que vaya todo genial ",P,1
@toniroldanm y por cierto el respeto (y en mi caso admiración) es mutuo ,P,1
"@CainQ yo he subido una en gayumbos hace nada. Qué poco me lees paisana 

  @Ichabod1880",N,0
@EskizoSirenita hay que ser mala persiana para quitarte esa diversion ,N,0
@myvidaconlibros ¿verdad que sí? Yo también me quité un gran peso de encima ,P,1
"@DeathManu94 @piercetheidiot ya lo sé, pobre Uno  Te acompaño en los feels",N,0
@_anarKopunK_ @jkarlos1998HD y aún así estoy en el campo   y l edición coleccionista tengo que acabar de pagarla,N,0
me mantengo optimista pero se me hace difícil a veces de verdad ,N,0
@tachina @EW @Outlander_STARZ Sí! Yo creo que vamos a acabar muuuuuuuuy contentas ,P,1
"Vale entiendo, no he estado rápido en la bajada, pero hay es donde habría que haber entrado  

@ivanovlaguna",N,0
Ha muerto mi profesora de volumen/escultura y en serio que bajonazo ,N,0
"Haces que se vaya mi melancolía, me devuelves de nuevo a la vida ",P,1
@Sakura1474 tia que estoy a punto de acabar la novena voy con retraso ,N,0
@Madridonasangre yo acabo de aportar mi pequeña contribución. Te sientes tan bien! ,P,1
Hoy una mosca no me dejó dormir y me cago en su puta vida ,N,0
"@Aldepadorio es un gran, gran tipo  @cesarmuela",P,1
@Yuremonplsxd @PequeChikane Aquí habemos  me he saturado al leer eso idnwhy,N,0
"@Jorge_LBU Espero que te mejores pronto, vomitar es muy desagradable ",N,0
la chancla representa el asco y lo muy harta que está mi madre de aquí la menda ,N,0
"Hola @xabyjordi gracias por la información, tomamos nota  Qué tengas un buen día",P,1
@KikeMlaga @sanchezcastejon ¿Socialistas honrados? Esto es un oxímoron. ,N,0
"que le pasa a mi tumblrr o.O
se ha vuelto extraño, no sale la musica ",N,0
"Cada uno que busque sus mecanicas, pero que lo haga rapido antes de morir y eso ",N,0
"@suomijon @chemiF1 @WinfieldF1 ... bien pienso que tú te enquistas en temas secundarios sin ver ""toda la película"". ",N,0
Ojalá alguien llamandome bonito o precioso  sad,N,0
@Sasnak95 @Muzska89 o hacemos presión social o esto no avanza ,N,0
@aIfonsofr no lo consigo  ayudame porfi que es super importante,N,0
"Despues de tener el combo perfecto pa sentirme como una mierda, a dormir ",N,0
Necesito ver por lo menos una vez más a Riri para irme a dormir más conforme. ¿Por qué tienen que echar a estas horas la gala?  #VMAs,N,0
"@OnSuicidio es una barbaridad de dinero, y aunque lo tuviera no puedo porque se contrata antes del show  -Noe",N,0
"@jose97angel ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día ",P,1
@jonathanchacon te deseo muchísima suerte en tu próxima aventura tío ,P,1
"@EduHdez7th @UDLP_Oficial Preciosa vista y gran resultado, enhorabuena ",P,1
@MataTweet @Alejandro_Novas jajajajaja. El All Bran es Pro!  Buenos días compis! ,P,1
De verdad desde que me puse las gafas moradas no soporto a ningún tío y ,N,0
"El puente mas bonito de la constitución este año en Alicante 12,13 y 14 @zaharapop en directo y allí estaré ",P,1
"@ce_roses Ouch, ya no llego, a ver si para la próxima si que puedo  un saludo",N,0
Aaaa aaa estoy tan cansada y me espera una semana tan horrible hasta el jueves que ,N,0
"@Fourty35 

Es este chisme, que no expresa los matices. No era la idea el elemento cortante.

",N,0
"Venga va hasta luego, solo he dormido 3 horas ",N,0
"Un vibrador que nos estudia...se adapta a nuestras necesidades.
Lo mejor del #Verano este #juguete inteligente 

https://t.co/VLgBuWnYX7",P,1
"@carlachan Ja ja, hay gente muy cansina, sobre todo a partir de cierta edad, paciencia... ",N,0
oir a @KNekro  y a @G4G_Revenant que haran directos del wow pero no se acuerdan que el server lo mas seguro ni que vaya  jaja ,N,0
"@lococamionero @pnique no, si pagar le pagaba bien, tranquilo ",P,1
lo mejor de to es que me examino justo el dia de mi cumple pero bueno la vida ,P,1
"@alejandrosanmo @luisalisferrer Hay una historia escrita donde salen las mujeres, pero no es tan popular ni se estudia en las escuelas ",N,0
"@Valenciazombi Genial! muchas gracias. Mi fanpage de FaceBook sigue activa también, aunque yo no entre ",P,1
2. Si. Eres mi crush máximo aunque te considere de mis mejores amigos ,P,1
@enriccortinhas Mil gracias por compartir Enric! Feliz noche ,P,1
@BrokenCr0ss_ Eres mi emo fav. Lo de emo es coña se que no lo eres. Quiero verte. Cantas muy bien maldito. ,P,1
@IleniaGarcia @LauraHerreraCb @Caro96lina @LaraRMartin HAHAHAHHA MMM NOS VAMOS EN 2 semanas y no tenemos ni hotel Pa la primera noche 😂😂😂 ,N,0
@YumaRuchi sigue mejor que mi pelorizo  FeelsBadMan,N,0
"@marcasgz ufff ni te imaginas, y claro encima dándome golpes en la cabeza por mi sentido del humor ",N,0
"Aquí tenéis el segundo vídeo del día  14 días para tener PES 2017 y la demo de FIFA 17!! WUOUUOO 

https://t.co/8hh6Fu6kRB",P,1
en verdad me duele la vida recordar este momento porque fue tan bonito ,N,0
"@CharlieSkelter ehhhhhhh ese no he sido yo, y lo digo muy en serio  hasta los cojones de que me roben mi puto identidad.",N,0
Que mal rollo da dormir sola diariamente en casa ,N,0
Bueno ya tengo unos links guardados para el summer finale de pll  Espero que me funcionen hmm...,P,1
@Pedroner Pues deja de hacer en pervertido y de viciar y haz algo por tu vida ,N,0
"@jjsaenzde A mí me haces un favor, encantado  @srtagalicia",P,1
@manueljorgegh @RLloria gracias  feliz noche a ambos!,P,1
"Tengo poco dinero y poco nivel (nivel 6 bitches). Así que nada de historia, farmear y contratos a muerte ",N,0
"@Soukron si mi salón de 25m pasará a ser de 50… igual si, pero para mí caso ahora mismo, ideal ",P,1
"¡Eh @rccelta_oficial, #GuidettiNoSeVende! 

Pero entre nosotros... Si lo vendéis, mandarlo para Valencia eh  #AmuntValencia #HalaCelta",P,1
@ricki33_ me quedo con la tónic ya sabes que soy un clásico ,P,1
"@LaQueSoySiempre @ealbaga Por desgracia vende más  ,riñas,trifulcas,peleas,al cuello!! mátalo!!",N,0
"@SoRaRaP eso sería más propio de ellos, yo no me ensucio las manos con personas dependientes ",N,0
"@LaQueSoySiempre Te comprendo,dominar y anular como haces tú conmigo al HABLARME en voz ALTA,ok ",N,0
"@GemitaKbyos ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio ",P,1
"@AitanaZD ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio ",P,1
"@xladyoflight claro que sí, París merece mil visitas ",P,1
.@FestivalGigante vamos a estar desde primera hora viendo a @GoleYaika y @SonogramaGrupo pero son bienvenidas alternativas emergentes! ,P,1
@Safreeoficial y pfff...tambien la gente me caia genial..y me da muchisima pena ,N,0
"La persona vale para algo. Otra cosa es que no te creas lo maravilloso y ese arte que puedes desplegar..fingelo hasta que se exprese.
",P,1
"@pmklose Le conocí en 2011, me pareció inteligente, respetuoso y respetable, pero combativo, si... ",P,1
@cartoblasto @mrobaina @uby77 no seas malo  se pide sobre PIB  déficit 4% es 40.000 millones gastados + que ingresados jaja,N,0
@AliceDesuDesu Legion>Novia? Lo bonito es Legión + novia en el pack  asi juegas con ella.,P,1
@RaulVCF__ ya y asi se va a quedar hasta que encuentre una de villa nueva en calidad ,N,0
@albertbru una especie de Titanic pero en versión cutre no? ,N,0
@xtrelok pero del practico ya? No me dijiste que hacías prácticas. ,N,0
@jimena9011 @JM_VelascoG muchas gracias! feliz noche a ambos ,P,1
@BorjaCastejon Llévales bibliografía! La evidencia en educación médica existe ,N,0
"Si papá vas a regalar mi piano, tranquilo que te dejo, no te preocupes ",P,1
@ShiyuuTeikoku @__Frostmourne__ y ojo no les nombres el HSM que se ponen todo dignos ,N,0
Me retuitea gente que no conozco y sus amigos no tiene los mensajes abiertos y no sé que haser ,N,0
@esther_trota Espero que te guste  Escocia es precioso!,P,1
@lonchbox @ipatri @Joan_Artes @martasimonet @malabache @YouTube el dulce de leche hizo mucho daño ,N,0
@Aitorek @ArvenLoL yo ya en eso no me meto  sacar las cosas de contexto y llevarlas a tu terreno es algo diferente,N,0
"@_rvng En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta! ",P,1
"@MonicaRuedats gracias, Mónica! feliz noche, guapa ",P,1
Encantado @juanl_cruz  estás siempre bienvenido. Espero visitaros en Málaga antes ,P,1
@Maleski ¿Y a tu agente del CNI no le deseas buena noche? Pobre. ,N,0
@AngryCharlio ostia... jugaba a uno de los primeros en la SNES en japonés!! Y lo jodido es que lo acabé  Me encantaban estos juegos!,P,1
@Pablogorrito @Yulian_Poe Vale me san confundio los oido  hacía mucho que no escuchaba el cara al sol JAJAJA,N,0
"@Suli22 ni siquiera llegué para ver las competiciones de Río en directo, solo las barras asimétricas de Aliya ",N,0
"@Pablogorrito @Pablo_VzP No sabe a mierda, está muy buena ",P,1
"@Tokpelotas @Carlbozal +1 y coincido, no imaginaba que el 4k se notaría tanto a esas distancias. Pensando en pasar a Netflix UHD ",P,1
@BornToBeJuan lo siento Juan ya sabes que soy hetero ,N,0
Mi móvil no me deja abrir los grupos y tengo unos 600 mensajes así de regalo ,N,0
"@GinaSieben Pues sí, es precioso como bien puedes ver en el vídeo ",P,1
"@johnny21es Bueno, me piro a la piscina , que hace un día estupendo ",P,1
Isco con Juande no seria titular y lo sabeis... al mister le van mas los Tissones... ,N,0
"Esto de salir a en punto de casa, y que el bus tarde 10 min en llegar, y vaya muuuuuuy tranquilo no me gusta. Eh? ",N,0
Me meo con las voces españolas  encima pronuncian Raven como /raiven/ en vez de /reiven/.,N,0
"tengo muchas ganas de mimitos, y sabia que pasaria y ahora pos 
a ser fuerte o algo",N,0
"la verdadera eriichii me hubiera dado besitos
SO MARRANA ",N,0
@SEGAFORLIFE es la feria de mi tierra  Solo espero que sea un éxito y ser un gran anfitrión ,P,1
"@HCFanego @almoregan Gracias, tú también  Por cierto, vete rellenando la bodega, que el 17 estoy allí",P,1
"@mercesori @clicfox ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el descuento ",P,1
"Un poquito de Ministerio del Tiempo y a dormir, que mañana hay que hacer muchas cosas 
Bona nit",P,1
"@SonrieXRIZ ya  Si algún día soy rica te llevo conmigo a verlo a donde sea, promesita 👉👈",P,1
"No, no. Ya no te quiero, me declaro soltera a partir de ahora, me has hecho daño  @carjudi6",N,0
"Lo mejor de todo...la felicidad  
felices porque pronto veremos la boda de J&P… https://t.co/RXtpPrcVe7",P,1
@forbaltihood De nada jo a veces solo hace falta esperar y tener paciencia ,P,1
@Haplo_Schaffer Lo mejor son sus amiguitos defendiéndole diciéndome a mí que pase página cuando es él el que no me deja en paz ,N,0
"@BubblesaurTV eso es lo peor de todo, de verdad, no se cómo no les da vergüenza, me dan ganas de llorar ",N,0
@CheeseLena_ emberdá mis dibujos del paint son mejores ,N,0
"@hectorboigues a preguntas mediocres, respuestas ingeniosas...  ",N,0
@TheFlowerGirl90 a bueno le fuistes a decir.....  quevaaa yo tengo muy poca cosa tambien ^^ ,N,0
